task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
829	9d/53edc8	86953	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_08_B)	COMPLETED	0	2024-04-03 09:44:51.292	21.3s	21s	116.4%	945.8 MB	7 GB	56.6 MB	13.1 MB
831	07/fa5217	87971	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_10_B)	COMPLETED	0	2024-04-03 09:44:57.613	19.6s	19s	119.4%	980.8 MB	7 GB	59.6 MB	11.5 MB
830	ab/bac1ce	87220	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_09_B)	COMPLETED	0	2024-04-03 09:44:52.083	31s	30s	113.4%	1.1 GB	7.1 GB	74.3 MB	25.5 MB
832	11/bac6e8	88784	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_11_B)	COMPLETED	0	2024-04-03 09:45:05.488	21s	21s	117.9%	941.9 MB	7 GB	54.8 MB	12 MB
833	d8/a8f90a	89455	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_12_B)	COMPLETED	0	2024-04-03 09:45:12.638	21.7s	21s	114.7%	948.1 MB	7 GB	60 MB	15.4 MB
835	3d/c1f68c	90603	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_14_B)	COMPLETED	0	2024-04-03 09:45:23.161	14.8s	14s	124.6%	794.4 MB	6.9 GB	46.1 MB	5.7 MB
834	96/e2d39f	89985	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_13_B)	COMPLETED	0	2024-04-03 09:45:17.264	22.1s	22s	123.1%	952 MB	7 GB	57.4 MB	13.1 MB
836	0f/add802	91048	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_15_B)	COMPLETED	0	2024-04-03 09:45:26.515	15.8s	15s	124.6%	843.5 MB	6.9 GB	47.9 MB	6.4 MB
838	62/dbfa73	92327	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_17_B)	COMPLETED	0	2024-04-03 09:45:38.027	16.9s	16s	129.6%	914.6 MB	7 GB	50.9 MB	9 MB
840	1b/4b835a	93071	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_C2_B)	COMPLETED	0	2024-04-03 09:45:42.356	18s	18s	120.9%	900.8 MB	6.9 GB	51.1 MB	9.1 MB
839	dc/7cb22b	92597	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_C1_B)	COMPLETED	0	2024-04-03 09:45:39.338	22.4s	22s	116.2%	1004.3 MB	7.1 GB	64.5 MB	14.8 MB
837	ad/472dd7	91886	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_16_B)	COMPLETED	0	2024-04-03 09:45:34.389	27.9s	28s	112.4%	1 GB	7.1 GB	68.5 MB	20.9 MB
843	63/4be9d4	95105	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_C5_B)	COMPLETED	0	2024-04-03 09:46:01.745	12.4s	12s	131.7%	770 MB	6.9 GB	42.4 MB	3 MB
842	53/ee0550	94784	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_C4_B)	COMPLETED	0	2024-04-03 09:46:00.382	17.4s	17s	120.0%	938.7 MB	7 GB	50.8 MB	9.1 MB
844	6c/aa123f	95259	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_C6_B)	COMPLETED	0	2024-04-03 09:46:02.276	18.7s	18s	120.8%	919.5 MB	7 GB	53.2 MB	10.8 MB
841	42/cb8d89	94256	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_C3_B)	COMPLETED	0	2024-04-03 09:45:54.923	27.8s	27s	112.0%	1 GB	7.1 GB	68.1 MB	20.8 MB
845	8e/22933b	96666	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_SF_01_B)	COMPLETED	0	2024-04-03 09:46:14.180	25.2s	25s	116.5%	1 GB	7.1 GB	64.2 MB	18.4 MB
846	80/77cf01	97079	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_SF_01_S)	COMPLETED	0	2024-04-03 09:46:17.850	25.8s	25s	119.6%	1 GB	7.1 GB	64.8 MB	18.4 MB
847	e6/409ce2	97490	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_SF_02_B)	COMPLETED	0	2024-04-03 09:46:20.980	23.6s	23s	116.4%	1 GB	7 GB	62.8 MB	17.8 MB
849	67/eccae7	99226	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_SF_S3_B)	COMPLETED	0	2024-04-03 09:46:39.426	9.6s	9s	137.4%	671 MB	6.7 GB	38.2 MB	71.6 KB
848	91/e9990e	97870	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_SF_02_S)	COMPLETED	0	2024-04-03 09:46:22.749	34s	33s	110.3%	1 GB	7.1 GB	77.1 MB	26.8 MB
851	8b/a1c3bf	99879	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_C1_B)	COMPLETED	0	2024-04-03 09:46:44.602	17.5s	17s	129.3%	937.3 MB	7 GB	50.7 MB	9 MB
850	81/7dfbae	99611	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_SF_S3_S)	COMPLETED	0	2024-04-03 09:46:43.633	18.8s	18s	119.2%	909.8 MB	6.9 GB	52.5 MB	10 MB
853	d7/6ab5d0	101359	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_C2_B)	COMPLETED	0	2024-04-03 09:46:56.819	18.6s	18s	119.8%	907.4 MB	6.9 GB	52 MB	10 MB
855	6a/2c3398	102068	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_C3_B)	COMPLETED	0	2024-04-03 09:47:02.466	15.5s	15s	123.4%	867.6 MB	6.9 GB	46.4 MB	6.1 MB
852	e1/d5dc8c	100492	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_C1_S)	COMPLETED	0	2024-04-03 09:46:49.042	29.6s	29s	111.9%	1.1 GB	7.2 GB	69.5 MB	22 MB
854	2d/faefc6	101892	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_C2_S)	COMPLETED	0	2024-04-03 09:47:02.174	16.7s	16s	121.4%	916.5 MB	7 GB	49.5 MB	7.8 MB
856	fa/f841cc	103332	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_C3_S)	COMPLETED	0	2024-04-03 09:47:15.394	21.2s	21s	118.1%	937.8 MB	7 GB	57.2 MB	13.7 MB
858	fc/3d03e4	103894	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_S5_S)	COMPLETED	0	2024-04-03 09:47:18.682	25.5s	25s	113.4%	1 GB	7.1 GB	64.4 MB	17.7 MB
857	1f/b7c2a8	103659	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_S5_B)	COMPLETED	0	2024-04-03 09:47:17.989	30.5s	30s	112.2%	1.1 GB	7.1 GB	72.5 MB	24.9 MB
859	0b/990288	104022	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_S6_B)	COMPLETED	0	2024-04-03 09:47:18.917	31.8s	31s	111.3%	1.1 GB	7.1 GB	75.1 MB	25.6 MB
860	7f/3943db	105694	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_S6_S)	COMPLETED	0	2024-04-03 09:47:36.612	17.2s	16s	120.4%	921.3 MB	7 GB	50.7 MB	8.8 MB
863	51/1b8491	107130	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_1_B)	COMPLETED	0	2024-04-03 09:47:50.748	19.7s	19s	118.6%	917.6 MB	7 GB	55.3 MB	11.7 MB
864	3b/596265	107629	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_1_S)	COMPLETED	0	2024-04-03 09:47:53.854	24.7s	24s	120.6%	1 GB	7.1 GB	61.8 MB	16 MB
865	c2/7c3443	108930	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_2_B)	COMPLETED	0	2024-04-03 09:48:10.456	18.1s	18s	119.7%	905.1 MB	6.9 GB	52.6 MB	10.3 MB
861	e6/cf5c65	106304	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_S7_B)	COMPLETED	0	2024-04-03 09:47:44.183	46.1s	46s	107.3%	1.1 GB	7.2 GB	95.5 MB	41 MB
862	8e/f18ad7	106777	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_VW_S7_S)	COMPLETED	0	2024-04-03 09:47:48.544	45.4s	44s	107.4%	1.1 GB	7.1 GB	96.3 MB	41.7 MB
866	8c/431767	109517	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_2_S)	COMPLETED	0	2024-04-03 09:48:18.631	26.3s	26s	114.8%	1 GB	7.1 GB	65.6 MB	18.5 MB
867	ba/c116f8	110302	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_3_B)	COMPLETED	0	2024-04-03 09:48:28.600	18.4s	18s	119.5%	901.7 MB	6.9 GB	51.3 MB	8.7 MB
868	ad/50b107	110598	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_3_S)	COMPLETED	0	2024-04-03 09:48:30.295	17.8s	17s	123.1%	905.4 MB	6.9 GB	51.4 MB	8.9 MB
869	3f/2360de	111034	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_4_B)	COMPLETED	0	2024-04-03 09:48:34.016	27.9s	27s	112.6%	1 GB	7.1 GB	70.8 MB	23.4 MB
872	26/f3ccbf	112641	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_03_B)	COMPLETED	0	2024-04-03 09:48:48.135	18s	17s	125.6%	906.4 MB	6.9 GB	51.2 MB	8.7 MB
870	06/e08e7d	112135	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_501_4_S)	COMPLETED	0	2024-04-03 09:48:44.929	27.2s	26s	113.3%	1 GB	7.1 GB	65.6 MB	18.7 MB
871	c9/d2e103	112401	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_01_B)	COMPLETED	0	2024-04-03 09:48:47.055	27.2s	27s	112.8%	1 GB	7.1 GB	67.2 MB	19.6 MB
876	69/c28332	115382	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_06_B)	COMPLETED	0	2024-04-03 09:49:14.297	9.7s	9s	142.8%	671 MB	6.7 GB	38.3 MB	152.2 KB
874	13/2a2bec	114354	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_04_B)	COMPLETED	0	2024-04-03 09:49:06.190	25s	25s	120.5%	1 GB	7.1 GB	63.5 MB	17.3 MB
873	88/61bb26	113914	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_02_B)	COMPLETED	0	2024-04-03 09:49:01.920	35.3s	35s	109.6%	1 GB	7.1 GB	78.9 MB	28.4 MB
875	d8/24c552	114973	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_05_B)	COMPLETED	0	2024-04-03 09:49:12.118	26.8s	26s	112.1%	1 GB	7.1 GB	65.6 MB	18.5 MB
877	ae/4b34c1	116367	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_07_B)	COMPLETED	0	2024-04-03 09:49:24.007	21.5s	21s	115.9%	959.8 MB	7 GB	57.9 MB	13.4 MB
878	cf/d0b8f0	116867	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_08_B)	COMPLETED	0	2024-04-03 09:49:31.183	16.3s	16s	122.9%	888 MB	7 GB	48.8 MB	7.4 MB
880	dd/15de6e	117777	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_10_B)	COMPLETED	0	2024-04-03 09:49:38.898	15s	14s	125.2%	833.6 MB	6.9 GB	47.4 MB	5.9 MB
882	4c/ff2801	118920	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_12_B)	COMPLETED	0	2024-04-03 09:49:47.507	21.6s	21s	116.6%	968.2 MB	7 GB	57.5 MB	12.9 MB
879	7a/ac6468	117452	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_09_B)	COMPLETED	0	2024-04-03 09:49:37.277	35.6s	35s	109.6%	1 GB	7.1 GB	79.4 MB	29.4 MB
881	b3/7e42bf	118534	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_11_B)	COMPLETED	0	2024-04-03 09:49:45.503	30.3s	30s	112.0%	1.1 GB	7.1 GB	69.1 MB	21.6 MB
884	d1/c3a703	120798	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_14_B)	COMPLETED	0	2024-04-03 09:50:09.183	16.4s	16s	125.4%	881.5 MB	7 GB	48.6 MB	7.1 MB
883	34/005b29	119646	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_13_B)	COMPLETED	0	2024-04-03 09:49:53.971	33s	32s	110.4%	1 GB	7.1 GB	76.7 MB	25.7 MB
885	d2/8ee896	121210	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_15_B)	COMPLETED	0	2024-04-03 09:50:12.898	16.7s	16s	121.6%	875.3 MB	7 GB	50.2 MB	8.5 MB
886	48/0c51fd	121644	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_16_B)	COMPLETED	0	2024-04-03 09:50:15.859	22.3s	22s	116.8%	967.1 MB	7 GB	59.9 MB	15 MB
887	19/c5a8f0	122631	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_17_B)	COMPLETED	0	2024-04-03 09:50:25.577	15.1s	15s	122.9%	819.4 MB	6.9 GB	46.7 MB	6.1 MB
889	75/0fb75f	123305	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_C3_B)	COMPLETED	0	2024-04-03 09:50:29.649	15.7s	15s	123.0%	839 MB	6.9 GB	47.9 MB	6.9 MB
888	f1/d0913a	122902	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_C1_B)	COMPLETED	0	2024-04-03 09:50:26.993	26.5s	26s	113.1%	1 GB	7.1 GB	66.3 MB	20.2 MB
890	fc/536ce8	124264	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_C2_B)	COMPLETED	0	2024-04-03 09:50:38.182	16s	16s	126.7%	866.5 MB	6.9 GB	49.3 MB	7.5 MB
892	5e/09ecf0	125171	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_C5_B)	COMPLETED	0	2024-04-03 09:50:45.352	9.7s	9s	138.8%	670.9 MB	6.7 GB	38.1 MB	2.4 KB
891	8d/cdbf92	124672	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_C4_B)	COMPLETED	0	2024-04-03 09:50:40.722	28.7s	28s	112.8%	1.1 GB	7.1 GB	67.8 MB	20.1 MB
895	08/5ecb05	126597	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_SF_01_S)	COMPLETED	0	2024-04-03 09:50:55.084	19.4s	19s	119.7%	920.5 MB	7 GB	54 MB	10.8 MB
894	c9/b05637	126327	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_SF_01_B)	COMPLETED	0	2024-04-03 09:50:54.237	22.1s	22s	115.8%	967.5 MB	7 GB	60.9 MB	16.4 MB
893	da/8a8679	125987	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_REV_C6_B)	COMPLETED	0	2024-04-03 09:50:53.565	25.2s	25s	112.3%	1 GB	7.1 GB	63.3 MB	17.1 MB
896	89/226525	127813	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_SF_02_B)	COMPLETED	0	2024-04-03 09:51:09.431	20.2s	20s	114.5%	950.5 MB	7 GB	57.6 MB	12.3 MB
898	b8/a6eaa1	128554	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_SF_S3_B)	COMPLETED	0	2024-04-03 09:51:16.381	16.4s	16s	123.5%	884.4 MB	7 GB	49.8 MB	8.3 MB
897	68/c4ed30	128229	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_SF_02_S)	COMPLETED	0	2024-04-03 09:51:14.492	18.4s	18s	122.0%	914.1 MB	6.9 GB	53 MB	10.1 MB
899	a2/f2ce42	128911	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_SF_S3_S)	COMPLETED	0	2024-04-03 09:51:18.778	24.3s	23s	114.0%	1 GB	7.1 GB	60.8 MB	15.1 MB
900	d2/fe4d5e	129955	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_C1_B)	COMPLETED	0	2024-04-03 09:51:29.681	22.9s	22s	116.9%	977.1 MB	7 GB	61.5 MB	16.3 MB
902	01/31069a	130379	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_C2_B)	COMPLETED	0	2024-04-03 09:51:32.926	22.1s	21s	112.7%	1005.5 MB	7.1 GB	60.2 MB	14.6 MB
901	6a/893d74	130353	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_C1_S)	COMPLETED	0	2024-04-03 09:51:32.832	29.8s	29s	110.5%	1.1 GB	7.1 GB	73.3 MB	24 MB
904	d9/d6ecf9	132187	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_C3_B)	COMPLETED	0	2024-04-03 09:51:52.647	17.5s	16s	120.4%	919.8 MB	7 GB	51.2 MB	9.4 MB
903	69/672348	131569	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_C2_S)	COMPLETED	0	2024-04-03 09:51:43.086	28s	27s	112.8%	1 GB	7.1 GB	68.9 MB	21.1 MB
905	da/ea8efd	132540	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_C3_S)	COMPLETED	0	2024-04-03 09:51:55.067	18.5s	18s	119.0%	905.6 MB	6.9 GB	52.1 MB	10.1 MB
906	bb/7827b4	133240	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_S5_B)	COMPLETED	0	2024-04-03 09:52:02.619	19.6s	19s	119.8%	922.3 MB	7 GB	53.5 MB	10.9 MB
908	66/c378f0	134126	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_S6_B)	COMPLETED	0	2024-04-03 09:52:11.079	14.6s	14s	134.7%	817.7 MB	6.9 GB	47.5 MB	6.9 MB
907	e2/07c6ca	133856	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_S5_S)	COMPLETED	0	2024-04-03 09:52:10.165	22.8s	22s	114.6%	1 GB	7 GB	59 MB	14 MB
909	4f/4a4fbd	134535	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_S6_S)	COMPLETED	0	2024-04-03 09:52:13.584	26.1s	26s	117.6%	1 GB	7.1 GB	66.5 MB	19.2 MB
910	98/e32bce	135464	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_S7_B)	COMPLETED	0	2024-04-03 09:52:22.338	18.6s	18s	119.8%	910.9 MB	6.9 GB	52.8 MB	10.6 MB
912	dc/f03585	136566	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_501_1_B)	COMPLETED	0	2024-04-03 09:52:32.970	16.5s	16s	125.0%	908.4 MB	7 GB	47.5 MB	6.5 MB
911	92/358cb8	135867	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Oct_VW_S7_S)	COMPLETED	0	2024-04-03 09:52:25.688	31.6s	31s	111.0%	1.1 GB	7.2 GB	75.2 MB	25.3 MB
913	7f/c4162d	137186	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_501_1_S)	COMPLETED	0	2024-04-03 09:52:39.669	18.9s	18s	119.2%	916.4 MB	7 GB	52.2 MB	9.9 MB
914	0c/3153ec	137427	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_501_2_B)	COMPLETED	0	2024-04-03 09:52:40.991	18.4s	18s	120.9%	907.4 MB	6.9 GB	52.3 MB	9.8 MB
963	5d/ab52eb	57114	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1 (RV)	COMPLETED	0	2024-04-03 09:41:29.989	11m 33s	11m 30s	102.1%	2.3 GB	14.5 GB	4.3 GB	71.7 MB
915	30/a37284	138275	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_501_3_B)	COMPLETED	0	2024-04-03 09:52:49.491	20.8s	21s	114.0%	920.6 MB	7 GB	56.3 MB	12.7 MB
916	c2/fb33ed	138917	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_501_3_S)	COMPLETED	0	2024-04-03 09:52:57.382	17s	17s	119.3%	893 MB	7 GB	48.6 MB	7.7 MB
917	36/7fde6e	139159	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_501_4_B)	COMPLETED	0	2024-04-03 09:52:58.641	18.6s	18s	120.2%	906.9 MB	6.9 GB	52.4 MB	9.4 MB
918	34/a09e47	139422	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_DI_BK1B_NA)	COMPLETED	0	2024-04-03 09:52:59.453	23.9s	24s	115.9%	1 GB	7 GB	62.2 MB	16.5 MB
919	08/14e600	141122	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_DI_BK2A_NA)	COMPLETED	0	2024-04-03 09:53:10.337	20.2s	20s	118.2%	935.8 MB	7 GB	55.3 MB	11.8 MB
921	e2/a4ee24	142029	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_01_B)	COMPLETED	0	2024-04-03 09:53:17.312	17.8s	17s	124.0%	901.8 MB	6.9 GB	50.1 MB	8.3 MB
920	79/c33f09	141571	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_DI_BK2B_NA)	COMPLETED	0	2024-04-03 09:53:14.462	21.2s	21s	118.2%	946.9 MB	7 GB	58.7 MB	13.6 MB
922	d3/2a2236	142728	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_02_B)	COMPLETED	0	2024-04-03 09:53:23.373	18.6s	18s	119.5%	913.8 MB	6.9 GB	52 MB	10.1 MB
923	8a/63af23	143396	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_03_B)	COMPLETED	0	2024-04-03 09:53:30.599	17.5s	17s	120.8%	900.8 MB	6.9 GB	49.5 MB	8.3 MB
924	5f/1a655e	143892	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_04_B)	COMPLETED	0	2024-04-03 09:53:35.156	18.3s	18s	118.9%	904.8 MB	6.9 GB	50.8 MB	9.4 MB
926	5f/0bba18	144914	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_06_B)	COMPLETED	0	2024-04-03 09:53:41.951	18.5s	18s	119.7%	914.4 MB	6.9 GB	52.5 MB	10.4 MB
925	a4/965c07	144085	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Sep_REV_05_B)	COMPLETED	0	2024-04-03 09:53:35.711	28.1s	27s	112.7%	1 GB	7.1 GB	65.5 MB	19.9 MB
